iata,type,name_en,iana timezone
CGP,airport,Patenga,Asia/Dhaka
CLA,city,Comilla,Asia/Dhaka
CLA,airport,Comilla,Asia/Dhaka
DAC,city,Dhaka,Asia/Dhaka
DAC,airport,Zia International,Asia/Dhaka
IRD,city,Ishurdi,Asia/Dhaka
IRD,airport,Ishurdi,Asia/Dhaka
IXB,airport,Bagdogra,Asia/Dhaka
IXB,city,Bagdogra,Asia/Dhaka
JSR,city,Jessore,Asia/Dhaka
JSR,airport,Jessore,Asia/Dhaka
KHL,city,Khulna,Asia/Dhaka
KHL,airport,Khulna,Asia/Dhaka
RAU,city,Rangpur,Asia/Dhaka
RAU,airport,Rangpur,Asia/Dhaka
RJH,airport,Rajshahi,Asia/Dhaka
RJH,city,Rajshahi,Asia/Dhaka
SAJ,city,Sirajganj,Asia/Dhaka
SAJ,airport,Sirajganj,Asia/Dhaka
SDW,city,Sandwip,Asia/Dhaka
SDW,airport,Sandwip,Asia/Dhaka
SLV,airport,Simla,Asia/Dhaka
SLV,city,Simla,Asia/Dhaka
SPD,city,Saidpur,Asia/Dhaka
SPD,airport,Saidpur,Asia/Dhaka
TKR,city,Thakurgaon,Asia/Dhaka
TKR,airport,Thakurgaon,Asia/Dhaka
ZYL,airport,Osmani International,Asia/Dhaka
ZYL,city,Sylhet,Asia/Dhaka
ALP,airport,Nejrab,Asia/Damascus
ALP,city,Aleppo,Asia/Damascus
DAM,airport,International,Asia/Damascus
DAM,city,Damascus,Asia/Damascus
DEZ,city,Deirezzor,Asia/Damascus
DEZ,airport,Al Jafrah,Asia/Damascus
FNE,city,Fane,Asia/Damascus
FNE,airport,Fane,Asia/Damascus
KAC,city,Kameshli,Asia/Damascus
KAC,airport,Kameshli,Asia/Damascus
KMM,city,Kimam,Asia/Damascus
KMM,airport,Kimam,Asia/Damascus
LTK,airport,Latakia,Asia/Damascus
LTK,city,Latakia,Asia/Damascus
PMS,city,Palmyra,Asia/Damascus
PMS,airport,Palmyra,Asia/Damascus
SOR,city,Al Thaurah,Asia/Damascus
SOR,airport,Al Thaurah,Asia/Damascus
BTC,city,Batticaloa,Asia/Colombo
BTC,airport,Batticaloa,Asia/Colombo
CMB,airport,Bandaranayake,Asia/Colombo
CMB,city,Colombo,Asia/Colombo
GOY,airport,Amparai,Asia/Colombo
GOY,city,Gal Oya,Asia/Colombo
IPA,city,Ipota,Asia/Colombo
IPA,airport,Ipota,Asia/Colombo
JAF,city,Jaffna,Asia/Colombo
JAF,airport,Kankesanturai,Asia/Colombo
MNH,city,Minneriya,Asia/Colombo
MNH,airport,Minneriya,Asia/Colombo
TRR,airport,China Bay,Asia/Colombo
TRR,city,Trincomalee,Asia/Colombo
AKA,city,Ankang,Asia/Chongqing
AKA,airport,Ankang,Asia/Chongqing
BAV,city,Baotou,Asia/Chongqing
BAV,airport,Baotou,Asia/Chongqing
BHY,city,Beihai,Asia/Chongqing
BHY,airport,Beihai,Asia/Chongqing
BPX,city,Bangda,Asia/Chongqing
BPX,airport,Bangda,Asia/Chongqing
BSD,city,Baoshan,Asia/Chongqing
BSD,airport,Baoshan,Asia/Chongqing
CAN,city,Guangzhou,Asia/Chongqing
CAN,airport,Baiyun,Asia/Chongqing
CGD,city,Changde,Asia/Chongqing
CGD,airport,Changde,Asia/Chongqing
CHG,city,Chaoyang,Asia/Chongqing
CHG,airport,Chaoyang Airport,Asia/Chongqing
CKG,city,Chongqing,Asia/Chongqing
CKG,airport,Chongqing Jiangbei International,Asia/Chongqing
CSX,city,Changsha,Asia/Chongqing
CSX,airport,Changsha,Asia/Chongqing
CTU,city,Chengdu,Asia/Chongqing
CTU,airport,Shuangliu,Asia/Chongqing
DAT,city,Datong,Asia/Chongqing
DAT,airport,Datong,Asia/Chongqing
DAX,airport,Daxian,Asia/Chongqing
DAX,city,Daxian,Asia/Chongqing
DDG,city,Dandong,Asia/Chongqing
DDG,airport,Dandong,Asia/Chongqing
DGM,city,Dongguan,Asia/Chongqing
DGM,airport,Dongguan,Asia/Chongqing
DIG,airport,Diqing,Asia/Chongqing
DIG,city,Diqing,Asia/Chongqing
DYG,city,Dayong,Asia/Chongqing
DYG,airport,Dayong,Asia/Chongqing
ENH,city,Enshi,Asia/Chongqing
ENH,airport,Enshi,Asia/Chongqing
FUG,city,Fuyang,Asia/Chongqing
FUG,airport,Fuyang,Asia/Chongqing
HAK,city,Haikou,Asia/Chongqing
HAK,airport,Haikou,Asia/Chongqing
HHA,airport,Huanghua International,Asia/Chongqing
HNY,city,Hengyang,Asia/Chongqing
HNY,airport,Hengyang,Asia/Chongqing
HSC,city,Shaoguan,Asia/Chongqing
HSC,airport,Shaoguan,Asia/Chongqing
HUZ,city,Huizhou,Asia/Chongqing
HUZ,airport,Huizhou,Asia/Chongqing
HZG,city,Hanzhong,Asia/Chongqing
HZG,airport,Hanzhong,Asia/Chongqing
INC,city,Yinchuan,Asia/Chongqing
INC,airport,Yinchuan,Asia/Chongqing
IQN,city,Qingyang,Asia/Chongqing
IQN,airport,Qingyang,Asia/Chongqing
JHG,airport,Gasa,Asia/Chongqing
JHG,city,Jinghong,Asia/Chongqing
JIL,city,Jilin,Asia/Chongqing
JIL,airport,Jilin,Asia/Chongqing
JIU,airport,Jiujiang,Asia/Chongqing
JIU,city,Jiujiang,Asia/Chongqing
KMG,city,Kunming,Asia/Chongqing
KMG,airport,Kunming,Asia/Chongqing
KWE,city,Guiyang,Asia/Chongqing
KWE,airport,Guiyang,Asia/Chongqing
KWL,city,Guilin,Asia/Chongqing
KWL,airport,Guilin,Asia/Chongqing
LAU,airport,Lamu,Asia/Chongqing
LAU,city,Lamu,Asia/Chongqing
LHK,city,Guanghua,Asia/Chongqing
LHK,airport,Guanghua,Asia/Chongqing
LHW,city,Lanzhou,Asia/Chongqing
LHW,airport,Lanzhou Airport,Asia/Chongqing
LIA,city,Liangping,Asia/Chongqing
LIA,airport,Liangping,Asia/Chongqing
LJG,city,Lijiang City,Asia/Chongqing
LJG,airport,Lijiang,Asia/Chongqing
LUM,city,Luxi,Asia/Chongqing
LUM,airport,Mangshi,Asia/Chongqing
LUZ,city,Lushan,Asia/Chongqing
LUZ,airport,Lushan,Asia/Chongqing
LXA,city,Gonggar,Asia/Chongqing
LXA,airport,Gonggar/Lhasa,Asia/Chongqing
LXI,city,Linxi,Asia/Chongqing
LXI,airport,Linxi,Asia/Chongqing
LZD,airport,Lanzhoudong,Asia/Chongqing
MIG,city,Mian Yang,Asia/Chongqing
MIG,airport,Mian Yang,Asia/Chongqing
MXZ,city,Meixian,Asia/Chongqing
MXZ,airport,Meixian,Asia/Chongqing
NNG,city,Nanning,Asia/Chongqing
NNG,airport,Nanning,Asia/Chongqing
NNY,city,Nanyang,Asia/Chongqing
NNY,airport,Nanyang,Asia/Chongqing
SIA,airport,Xiguan,Asia/Chongqing
SYM,city,Simao,Asia/Chongqing
SYM,airport,Simao,Asia/Chongqing
SYX,city,Sanya,Asia/Chongqing
SYX,airport,Fenghuang International (Phoenix International),Asia/Chongqing
SZX,city,Shenzhen,Asia/Chongqing
SZX,airport,Shenzhen,Asia/Chongqing
TCG,city,Tacheng,Asia/Chongqing
TCG,airport,Tacheng,Asia/Chongqing
TEN,city,Tongren,Asia/Chongqing
TEN,airport,Tongren,Asia/Chongqing
TNH,city,Tonghua,Asia/Chongqing
TNH,airport,Tonghua Liuhe,Asia/Chongqing
TYN,city,Taiyuan,Asia/Chongqing
TYN,airport,Taiyuan,Asia/Chongqing
WXN,city,Wanxian,Asia/Chongqing
WXN,airport,Wanxian,Asia/Chongqing
XFN,city,Xiangfan,Asia/Chongqing
XFN,airport,Xiangfan,Asia/Chongqing
XIN,city,Xingning,Asia/Chongqing
XIN,airport,Xingning,Asia/Chongqing
XIY,airport,Xianyang,Asia/Chongqing
XIY,city,Xi An,Asia/Chongqing
XNN,city,Xining,Asia/Chongqing
XNN,airport,Xining,Asia/Chongqing
YBP,city,Yibin,Asia/Chongqing
YBP,airport,Yibin,Asia/Chongqing
YIH,city,Yichang,Asia/Chongqing
YIH,airport,Yichang,Asia/Chongqing
YUA,city,Yuanmou,Asia/Chongqing
YUA,airport,Yuanmou,Asia/Chongqing
ZGC,airport,Zhongchuan,Asia/Chongqing
ZHA,city,Zhanjiang,Asia/Chongqing
ZHA,airport,Zhanjiang,Asia/Chongqing
AVK,city,Arvaikheer,Asia/Choibalsan
AVK,airport,Arvaikheer,Asia/Choibalsan
MXW,city,Mandalgobi,Asia/Choibalsan
MXW,airport,Mandalgobi,Asia/Choibalsan
ULG,city,Ulgit,Asia/Choibalsan
ULG,airport,Ulgit,Asia/Choibalsan
UNR,city,Underkhaan,Asia/Choibalsan
UNR,airport,Underkhaan,Asia/Choibalsan
BWN,city,Bandar Seri Begawan,Asia/Brunei
BWN,airport,Bandar Seri Begwan International Airport,Asia/Brunei
FRU,airport,Manas (Bishkek),Asia/Bishkek
FRU,city,Bishkek,Asia/Bishkek
OSS,airport,Osh International Airport,Asia/Bishkek
OSS,city,Osh,Asia/Bishkek
BEY,city,Beirut,Asia/Beirut
BEY,airport,Beirut Rafic Hariri Airport,Asia/Beirut
KYE,city,Tripoli,Asia/Beirut
KYE,airport,Kleyate,Asia/Beirut
BAO,city,Ban Mak Khaen,Asia/Bangkok
BAO,airport,Udorn,Asia/Bangkok
BFV,city,Buri Ram,Asia/Bangkok
BFV,airport,Buri Ram,Asia/Bangkok
BKK,city,Bangkok,Asia/Bangkok
BKK,airport,Suvarnabhumi International,Asia/Bangkok
BVF,city,Bua,Asia/Bangkok
BVF,airport,Dama,Asia/Bangkok
CEI,city,Chiang Rai,Asia/Bangkok
CEI,airport,Chiang Rai,Asia/Bangkok
CJM,city,Chumphon,Asia/Bangkok
CJM,airport,Chumphon Airport,Asia/Bangkok
CNX,city,Chiang Mai,Asia/Bangkok
CNX,airport,Chiang Mai International,Asia/Bangkok
DMK,airport,Don Muang,Asia/Bangkok
HDY,city,Hat Yai,Asia/Bangkok
HDY,airport,Hat Yai,Asia/Bangkok
HGN,city,Mae Hong Son,Asia/Bangkok
HGN,airport,Mae Hong Son,Asia/Bangkok
HHQ,city,Hua Hin,Asia/Bangkok
HHQ,airport,Hua Hin Airport,Asia/Bangkok
HKT,city,Phuket,Asia/Bangkok
HKT,airport,Phuket International,Asia/Bangkok
KBV,airport,Krabi,Asia/Bangkok
KBV,city,Krabi,Asia/Bangkok
KKC,city,Khon Kaen,Asia/Bangkok
KKC,airport,Khon Kaen,Asia/Bangkok
KKM,city,Lop Buri,Asia/Bangkok
KKM,airport,Lop Buri,Asia/Bangkok
KOP,city,Nakhon Phanom,Asia/Bangkok
KOP,airport,Nakhon Phanom,Asia/Bangkok
LOE,city,Loei,Asia/Bangkok
LOE,airport,Loei,Asia/Bangkok
LPT,city,Lampang,Asia/Bangkok
LPT,airport,Lampang,Asia/Bangkok
MAQ,city,Mae Sot,Asia/Bangkok
MAQ,airport,Mae Sot,Asia/Bangkok
NAK,city,Nakhon Ratchasima,Asia/Bangkok
NAK,airport,Nakhon Ratchasima,Asia/Bangkok
NAW,city,Narathiwat,Asia/Bangkok
NAW,airport,Narathiwat,Asia/Bangkok
NNT,city,Nan,Asia/Bangkok
NNT,airport,Nan,Asia/Bangkok
NST,city,Nakhon Si Thammarat,Asia/Bangkok
NST,airport,Nakhon Si Thammarat,Asia/Bangkok
PAN,city,Pattani,Asia/Bangkok
PAN,airport,Pattani,Asia/Bangkok
PBS,city,Patong Beach,Asia/Bangkok
PBS,airport,Patong Beach,Asia/Bangkok
PHS,city,Phitsanulok,Asia/Bangkok
PHS,airport,Phitsanulok,Asia/Bangkok
PHZ,city,Phi Phi Island,Asia/Bangkok
PHZ,airport,Phi Phi Island,Asia/Bangkok
PMM,city,Phanom Sarakham,Asia/Bangkok
PMM,airport,Phanom Sarakham,Asia/Bangkok
PRH,city,Phrae,Asia/Bangkok
PRH,airport,Phrae,Asia/Bangkok
PYX,city,Pattaya,Asia/Bangkok
PYX,airport,Pattaya,Asia/Bangkok
ROI,city,Roi Et,Asia/Bangkok
ROI,airport,Roi Et Airport,Asia/Bangkok
SGZ,city,Songkhla,Asia/Bangkok
SGZ,airport,Songkhla,Asia/Bangkok
SNO,city,Sakon Nakhon,Asia/Bangkok
SNO,airport,Sakon Nakhon,Asia/Bangkok
SQH,airport,Na-San,Asia/Bangkok
SQH,city,Son-La,Asia/Bangkok
THS,city,Sukhothai,Asia/Bangkok
THS,airport,Sukhothai,Asia/Bangkok
TKH,city,Takhli,Asia/Bangkok
TKH,airport,Nakhon Sawan,Asia/Bangkok
TKT,city,Tak,Asia/Bangkok
TKT,airport,Tak,Asia/Bangkok
TST,city,Trang,Asia/Bangkok
TST,airport,Trang,Asia/Bangkok
UBP,city,Ubon Ratchathni,Asia/Bangkok
UBP,airport,Muang Ubon,Asia/Bangkok
UNN,city,Ranong,Asia/Bangkok
UNN,airport,Ranong,Asia/Bangkok
URT,city,Surat Thani,Asia/Bangkok
URT,airport,Surat Thani,Asia/Bangkok
USM,city,Koh Samui,Asia/Bangkok
USM,airport,Koh Samui,Asia/Bangkok
UTH,city,Udon Thani,Asia/Bangkok
UTH,airport,Udon Thani,Asia/Bangkok
UTP,airport,Utapao,Asia/Bangkok
UTP,city,Pattaya,Asia/Bangkok
UTR,city,Uttaradit,Asia/Bangkok
UTR,airport,Uttaradit,Asia/Bangkok
BAK,city,Baku,Asia/Baku
GYD,airport,Heydar Aliyev International (Bina International),Asia/Baku
KVD,city,Gyandzha,Asia/Baku
KVD,airport,Gyandzha,Asia/Baku
LLK,city,Lankaran,Asia/Baku
LLK,airport,Lankaran,Asia/Baku
NAJ,city,Nakhichevan,Asia/Baku
NAJ,airport,Nakhichevan,Asia/Baku
ZXT,airport,Heydar Aliyev,Asia/Baku
BAH,city,Manama,Asia/Bahrain
BAH,airport,Bahrain International,Asia/Bahrain
WGF,airport,Off Line Point,Asia/Bahrain
AAD,city,Ad-Dabbah,Asia/Baghdad
AAD,airport,Ad-Dabbah,Asia/Baghdad
BGW,city,Baghdad,Asia/Baghdad
BGW,airport,Baghdad International,Asia/Baghdad
BMN,city,Bamerny,Asia/Baghdad
BMN,airport,Bamerny,Asia/Baghdad
BSR,city,Basra,Asia/Baghdad
BSR,airport,International,Asia/Baghdad
IFN,airport,Isfahan International,Asia/Baghdad
IFN,city,Isfahan,Asia/Baghdad
IKI,city,Iki,Asia/Baghdad
IKI,airport,Iki,Asia/Baghdad
KIK,city,Kirkuk,Asia/Baghdad
KIK,airport,Kirkuk,Asia/Baghdad
MGP,city,Manga,Asia/Baghdad
MGP,airport,Manga,Asia/Baghdad
MVK,city,Mulka,Asia/Baghdad
MVK,airport,Mulka,Asia/Baghdad
OSM,city,Mosul,Asia/Baghdad
OSM,airport,Mosul,Asia/Baghdad
SDA,airport,Baghdad International,Asia/Baghdad
SMJ,city,Sim,Asia/Baghdad
SMJ,airport,Sim,Asia/Baghdad
SWR,city,Silur,Asia/Baghdad
SWR,airport,Silur,Asia/Baghdad
TUJ,city,Tum,Asia/Baghdad
TUJ,airport,Tum,Asia/Baghdad
ASB,city,Ashgabat,Asia/Ashgabat
ASB,airport,Ashgabat,Asia/Ashgabat
CRZ,city,Turkmenabad,Asia/Ashgabat
CRZ,airport,Turkmenabad,Asia/Ashgabat
KRW,city,Turkmenbashi,Asia/Ashgabat
KRW,airport,Turkmanbashi,Asia/Ashgabat
MYP,city,Mary,Asia/Ashgabat
MYP,airport,Mary,Asia/Ashgabat
TAZ,city,Dashoguz,Asia/Ashgabat
TAZ,airport,Dashoguz,Asia/Ashgabat
AKX,airport,Aktyubinsk,Asia/Aqtobe
AKX,city,Aktyubinsk,Asia/Aqtobe
DMB,city,Zhambyl,Asia/Aqtobe
DMB,airport,Zhambyl,Asia/Aqtobe
KGF,city,Karaganda,Asia/Aqtobe
KGF,airport,Karaganda,Asia/Aqtobe
TDK,city,Taldy-Kurgan,Asia/Aqtobe
TDK,airport,Taldy-Kurgan,Asia/Aqtobe
SCO,airport,Shevchenko,Asia/Aqtau
SCO,city,Aktau,Asia/Aqtau
DIO,city,Diomede Island,Asia/Anadyr
DIO,airport,Diomede Island,Asia/Anadyr
DYR,airport,Anadyr,Asia/Anadyr
DYR,city,Anadyr,Asia/Anadyr
PVS,city,Provideniya,Asia/Anadyr
PVS,airport,Provideniya,Asia/Anadyr
PWE,airport,Pevek,Asia/Anadyr
PWE,city,Pevek,Asia/Anadyr
AAN,city,Al Ain,Asia/Amman
AAN,airport,Al Ain,Asia/Amman
ABT,city,Al-Baha,Asia/Amman
ABT,airport,Al-Aqiq,Asia/Amman
ADJ,airport,Marka International Airport,Asia/Amman
AMM,city,Amman,Asia/Amman
AMM,airport,Queen Alia International,Asia/Amman
AQJ,airport,King Hussein International,Asia/Amman
AQJ,city,Aqaba,Asia/Amman
ERH,city,Er-Rachidia,Asia/Amman
ERH,airport,Moulay Ali Cherif,Asia/Amman
FJR,city,Al-fujairah,Asia/Amman
FJR,airport,Al-Fujairah International,Asia/Amman
MPQ,city,Maan,Asia/Amman
MPQ,airport,Maan,Asia/Amman
OMF,city,Mafraq,Asia/Amman
OMF,airport,King Hussein,Asia/Amman
ULB,city,Ulei,Asia/Amman
ULB,airport,Ulei,Asia/Amman
WDA,city,Wadi Ain,Asia/Amman
WDA,airport,Wadi Ain,Asia/Amman
ALA,airport,Almaty,Asia/Almaty
ALA,city,Almaty,Asia/Almaty
BXH,city,Balhash,Asia/Almaty
BXH,airport,Balhash,Asia/Almaty
BXJ,city,Burundai,Asia/Almaty
BXJ,airport,Burundai,Asia/Almaty
CIT,city,Shimkent,Asia/Almaty
CIT,airport,Shimkent,Asia/Almaty
DZN,city,Zhezkazgan,Asia/Almaty
DZN,airport,Zhezhazgan,Asia/Almaty
EKB,city,Ekibastuz,Asia/Almaty
EKB,airport,Ekibastuz,Asia/Almaty
HRC,city,Zhairem,Asia/Almaty
HRC,airport,Zhairem,Asia/Almaty
PLX,city,Semipalatinsk,Asia/Almaty
PLX,airport,Semipalatinsk,Asia/Almaty
PWQ,city,Pavlodar,Asia/Almaty
PWQ,airport,Pavlodar,Asia/Almaty
SZI,city,Zaisan,Asia/Almaty
SZI,airport,Zaisan,Asia/Almaty
TSE,airport,Astana,Asia/Almaty
TSE,city,Astana,Asia/Almaty
UKK,city,Ust-kamenogorsk,Asia/Almaty
UKK,airport,Ust-kamenogorsk,Asia/Almaty
AAY,city,Al Ghaydah,Asia/Aden
AAY,airport,Al Ghaydah,Asia/Aden
ADE,airport,International,Asia/Aden
ADE,city,Aden,Asia/Aden
AJO,city,Aljouf,Asia/Aden
AJO,airport,Aljouf,Asia/Aden
AXK,city,Ataq,Asia/Aden
AXK,airport,Ataq,Asia/Aden
BHN,city,Beihan,Asia/Aden
BHN,airport,Beihan,Asia/Aden
BUK,city,Albuq,Asia/Aden
BUK,airport,Albuq,Asia/Aden
DAH,city,Dathina,Asia/Aden
DAH,airport,Dathina,Asia/Aden
DHL,city,Dhala,Asia/Aden
DHL,airport,Dhala,Asia/Aden
DMR,city,Dhamar,Asia/Aden
DMR,airport,Dhamar,Asia/Aden
EAB,city,Abbse,Asia/Aden
EAB,airport,Abbse,Asia/Aden
GXF,city,Seiyun,Asia/Aden
GXF,airport,Seiyun,Asia/Aden
HOD,airport,Hodeidah Airport,Asia/Aden
HOD,city,Hodeidah,Asia/Aden
IHN,city,Qishn,Asia/Aden
IHN,airport,Qishn,Asia/Aden
KAM,city,Kamaran Island,Asia/Aden
KAM,airport,Kamaran Island,Asia/Aden
LDR,city,Lodar,Asia/Aden
LDR,airport,Lodar,Asia/Aden
MKX,city,Mukalla,Asia/Aden
MKX,airport,Mukalla,Asia/Aden
MSW,city,Massawa,Asia/Aden
MSW,airport,Massawa International,Asia/Aden
RBI,city,Rabi,Asia/Aden
RBI,airport,Rabi,Asia/Aden
RIY,city,Riyan Mukalla,Asia/Aden
RIY,airport,Riyan Mukalla,Asia/Aden
RXA,city,Raudha,Asia/Aden
RXA,airport,Raudha,Asia/Aden
SAB,city,Saba Island,Asia/Aden
SAB,airport,J. Yrausquin,Asia/Aden
SAH,city,Sanaa,Asia/Aden
SAH,airport,El Rahaba Airport (Sanaa Intenational),Asia/Aden
SCT,airport,Socotra,Asia/Aden
SCT,city,Socotra,Asia/Aden
TAI,airport,Al Janad,Asia/Aden
TAI,city,Taiz,Asia/Aden
TUW,city,Tubala,Asia/Aden
TUW,airport,Tubala,Asia/Aden
UKR,city,Mukeiras,Asia/Aden
UKR,airport,Mukeiras,Asia/Aden
WJR,airport,Wajir,Asia/Aden
WJR,city,Wajir,Asia/Aden
ZTB,city,Tete-a-La Baleine,Arctic/Longyearbyen
ZTB,airport,Tete-a-La Baleine,Arctic/Longyearbyen
DAS,city,Great Bear Lake,America/Yellowknife
DAS,airport,Great Bear Lake,America/Yellowknife
GSL,city,Taltheilei Narrows,America/Yellowknife
GSL,airport,Taltheilei Narrows,America/Yellowknife
LAK,city,Aklavik,America/Yellowknife
LAK,airport,Aklavik,America/Yellowknife
TNS,city,Tungsten,America/Yellowknife
TNS,airport,Tungsten,America/Yellowknife
XMP,city,Macmillan Pass,America/Yellowknife
XMP,airport,Macmillan Pass,America/Yellowknife
YDW,city,Obre Lake,America/Yellowknife
YDW,airport,Obre Lake,America/Yellowknife
YFR,city,Fort Resolution,America/Yellowknife
YFR,airport,Fort Resolution,America/Yellowknife
YFS,city,Fort Simpson,America/Yellowknife
YFS,airport,Fort Simpson,America/Yellowknife
YGH,city,Fort Good Hope,America/Yellowknife
YGH,airport,Fort Good Hope,America/Yellowknife
YHI,airport,Holman,America/Yellowknife
YHI,city,Holman,America/Yellowknife
YJF,city,Fort Liard,America/Yellowknife
YJF,airport,Fort Liard,America/Yellowknife
YMD,city,Mould Bay,America/Yellowknife
YMD,airport,Mould Bay,America/Yellowknife
YPC,airport,Paulatuk,America/Yellowknife
YPC,city,Paulatuk,America/Yellowknife
YRA,airport,Rae Lakes,America/Yellowknife
YRA,city,Rae Lakes,America/Yellowknife
YSM,city,Fort Smith,America/Yellowknife
YSM,airport,Fort Smith,America/Yellowknife
YSY,city,Sachs Harbour,America/Yellowknife
YSY,airport,Sachs Harbour,America/Yellowknife
YUB,airport,Tuktoyaktuk,America/Yellowknife
YUB,city,Tuktoyaktuk,America/Yellowknife
YVQ,airport,Norman Wells,America/Yellowknife
YVQ,city,Norman Wells,America/Yellowknife
YWJ,airport,Deline,America/Yellowknife
YWJ,city,Deline,America/Yellowknife
YWY,city,Wrigley,America/Yellowknife
YWY,airport,Wrigley,America/Yellowknife
YZF,airport,Yellowknife,America/Yellowknife
YZF,city,Yellowknife,America/Yellowknife
ZFM,city,Fort Mcpherson,America/Yellowknife
ZFM,airport,Fort Mcpherson,America/Yellowknife
CZN,city,Chisana,America/Yakutat
CZN,airport,Chisana Field,America/Yakutat
ORT,city,Northway,America/Yakutat
ORT,airport,Northway,America/Yakutat
TEH,city,Tetlin,America/Yakutat
TEH,airport,Tetlin,America/Yakutat
YAK,airport,Yakutat,America/Yakutat
YAK,city,Yakutat,America/Yakutat
ILF,city,Ilford,America/Winnipeg
ILF,airport,Ilford,America/Winnipeg
KIF,city,Kingfisher Lake,America/Winnipeg
KIF,airport,Kingfisher Lake,America/Winnipeg
LRQ,city,Laurie River,America/Winnipeg
LRQ,airport,Laurie River,America/Winnipeg
MSA,airport,Muskrat Dam,America/Winnipeg
MSA,city,Muskrat Dam,America/Winnipeg
PIW,city,Pikwitonei,America/Winnipeg
PIW,airport,Pikwitonei,America/Winnipeg
WNN,city,Wunnummin Lake,America/Winnipeg
WNN,airport,Wunnummin Lake,America/Winnipeg
WPC,city,Pincher Creek,America/Winnipeg
WPC,airport,Pincher Creek,America/Winnipeg
XGL,city,Granville Lake,America/Winnipeg
XGL,airport,Granville Lake,America/Winnipeg
XKS,airport,Kasabonika,America/Winnipeg
XKS,city,Kasabonika,America/Winnipeg
XPK,city,Pukatawagan,America/Winnipeg
XPK,airport,Pukatawagan,America/Winnipeg
XRR,city,Ross River,America/Winnipeg
XRR,airport,Ross River,America/Winnipeg
XSI,city,South Indian Lake,America/Winnipeg
XSI,airport,South Indian Lake,America/Winnipeg
YAX,city,Angling Lake,America/Winnipeg
YAX,airport,Angling Lake,America/Winnipeg
YBL,city,Campbell River,America/Winnipeg
YBL,airport,Campbell River,America/Winnipeg
YBV,city,Berens River,America/Winnipeg
YBV,airport,Berens River,America/Winnipeg
YCP,airport,Co-op Point,America/Winnipeg
YCP,city,Co-op Point,America/Winnipeg
YDN,city,Dauphin,America/Winnipeg
YDN,airport,Dauphin,America/Winnipeg
YDV,city,Bloodvein,America/Winnipeg
YDV,airport,Bloodvein,America/Winnipeg
YFO,airport,Flin Flon,America/Winnipeg
YFO,city,Flin Flon,America/Winnipeg
YGM,city,Gimli,America/Winnipeg
YGM,airport,Gimli,America/Winnipeg
YGX,airport,Gillam,America/Winnipeg
YGX,city,Gillam,America/Winnipeg
YHH,airport,Harbor SPB,America/Winnipeg
YLO,city,Shilo,America/Winnipeg
YLO,airport,Shilo,America/Winnipeg
YLR,city,Leaf Rapids,America/Winnipeg
YLR,airport,Leaf Rapids,America/Winnipeg
YMI,city,Minaki,America/Winnipeg
YMI,airport,Minaki,America/Winnipeg
YNE,city,Norway House,America/Winnipeg
YNE,airport,Norway House,America/Winnipeg
YOH,city,Oxford House,America/Winnipeg
YOH,airport,Oxford House,America/Winnipeg
YPG,city,Portage La Prairie,America/Winnipeg
YPG,airport,Portage La Prairie,America/Winnipeg
YPM,city,Pikangikum,America/Winnipeg
YPM,airport,Pikangikum,America/Winnipeg
YQD,city,The Pas,America/Winnipeg
YQD,airport,Clearwater,America/Winnipeg
YSH,city,Smith Falls,America/Winnipeg
YSH,airport,Smith Falls,America/Winnipeg
YTD,city,Thicket Portage,America/Winnipeg
YTD,airport,Thicket Portage,America/Winnipeg
YTG,city,Sullivan Bay,America/Winnipeg
YTG,airport,Sullivan Bay,America/Winnipeg
YVG,city,Vermilion,America/Winnipeg
YVG,airport,Vermilion,America/Winnipeg
YWG,city,Winnipeg,America/Winnipeg
YWG,airport,Winnipeg,America/Winnipeg
YXL,city,Sioux Lookout,America/Winnipeg
YXL,airport,Sioux Lookout,America/Winnipeg
YYI,city,Rivers,America/Winnipeg
YYI,airport,Rivers,America/Winnipeg
ZGF,city,Grand Forks,America/Winnipeg
ZGF,airport,Grand Forks,America/Winnipeg
ZGI,city,Gods River,America/Winnipeg
ZGI,airport,Gods River,America/Winnipeg
ZJG,city,Jenpeg,America/Winnipeg
ZJG,airport,Jenpeg,America/Winnipeg
ZPB,city,Sachigo Lake,America/Winnipeg
ZPB,airport,Sachigo Lake,America/Winnipeg
ZTM,city,Shamattawa,America/Winnipeg
ZTM,airport,Shamattawa,America/Winnipeg
YFL,city,Fort Reliance,America/Whitehorse
YFL,airport,Fort Reliance,America/Whitehorse
YHT,city,Haines Junction,America/Whitehorse
YHT,airport,Haines Junction,America/Whitehorse
YZW,city,Teslin,America/Whitehorse
YZW,airport,Teslin,America/Whitehorse
ZFA,city,Faro,America/Whitehorse
ZFA,airport,Faro,America/Whitehorse
CJH,city,Chilko Lake,America/Vancouver
CJH,airport,Chilko Lake,America/Vancouver
CXH,airport,Coal Harbour,America/Vancouver
SYF,city,Silva Bay,America/Vancouver
SYF,airport,Silva Bay,America/Vancouver
XBB,city,Blubber Bay,America/Vancouver
XBB,airport,Blubber Bay,America/Vancouver
XDV,airport,Pr. George Railway,America/Vancouver
XEA,airport,Vancouver Railway.,America/Vancouver
XKO,city,Kemano,America/Vancouver
XKO,airport,Kemano,America/Vancouver
YAA,airport,Anahim Lake,America/Vancouver
YAA,city,Anahim Lake,America/Vancouver
