iata,type,name_en,iana timezone
YAJ,city,Lyall Harbour,America/Vancouver
YAJ,airport,Lyall Harbour,America/Vancouver
YAL,airport,Alert Bay,America/Vancouver
YAL,city,Alert Bay,America/Vancouver
YAQ,city,Maple Bay,America/Vancouver
YAQ,airport,Maple Bay,America/Vancouver
YAZ,airport,Tofino Airport,America/Vancouver
YAZ,city,Tofino,America/Vancouver
YBD,city,New Westminster,America/Vancouver
YBD,airport,New Westminster,America/Vancouver
YBF,city,Bamfield,America/Vancouver
YBF,airport,Bamfield,America/Vancouver
YBH,city,Bull Harbour,America/Vancouver
YBH,airport,Bull Harbour,America/Vancouver
YBQ,city,Telegraph Harbour,America/Vancouver
YBQ,airport,Telegraph Harbour,America/Vancouver
YCA,city,Courtenay,America/Vancouver
YCA,airport,Courtenay,America/Vancouver
YCF,airport,Cortes Bay,America/Vancouver
YCF,city,Cortes Bay,America/Vancouver
YCG,airport,Castlegar,America/Vancouver
YCG,city,Castlegar,America/Vancouver
YCW,city,Chilliwack,America/Vancouver
YCW,airport,Chilliwack Municipalcipal Airport,America/Vancouver
YDL,airport,Dease Lake,America/Vancouver
YDL,city,Dease Lake,America/Vancouver
YDS,city,Desolation Sound,America/Vancouver
YDS,airport,Desolation Sound,America/Vancouver
YDT,airport,Boundary Bay,America/Vancouver
YDX,city,Doc Creek,America/Vancouver
YDX,airport,Doc Creek,America/Vancouver
YEP,city,Estevan Point,America/Vancouver
YEP,airport,Estevan Point,America/Vancouver
YGB,city,Gillies Bay,America/Vancouver
YGB,airport,Gillies Bay,America/Vancouver
YGN,city,Greenway Sound,America/Vancouver
YGN,airport,Greenway Sound,America/Vancouver
YHS,airport,Sechelt,America/Vancouver
YHS,city,Sechelt,America/Vancouver
YKA,airport,Kamloops,America/Vancouver
YKA,city,Kamloops,America/Vancouver
YKK,city,Kitkatla,America/Vancouver
YKK,airport,Kitkatla,America/Vancouver
YKT,airport,Klemtu,America/Vancouver
YKT,city,Klemtu,America/Vancouver
YLM,city,Clinton Creek,America/Vancouver
YLM,airport,Clinton Creek,America/Vancouver
YNK,city,Nootka Sound,America/Vancouver
YNK,airport,Nootka Sound,America/Vancouver
YPB,city,Port Alberni,America/Vancouver
YPB,airport,Port Alberni,America/Vancouver
YPF,city,Esquimalt,America/Vancouver
YPF,airport,Esquimalt,America/Vancouver
YPI,city,Port Simpson,America/Vancouver
YPI,airport,Port Simpson,America/Vancouver
YPW,city,Powell River,America/Vancouver
YPW,airport,Powell River,America/Vancouver
YRD,city,Dean River,America/Vancouver
YRD,airport,Dean River,America/Vancouver
YSE,city,Squamish,America/Vancouver
YSE,airport,Squamish,America/Vancouver
YSN,airport,Salmon Arm,America/Vancouver
YSN,city,Salmon Arm,America/Vancouver
YSX,city,Shearwater,America/Vancouver
YSX,airport,Shearwater,America/Vancouver
YSZ,city,Squirrel Cove,America/Vancouver
YSZ,airport,Squirrel Cove,America/Vancouver
YTU,city,Tasu,America/Vancouver
YTU,airport,Tasu,America/Vancouver
YVR,city,Vancouver,America/Vancouver
YVR,airport,Vancouver International,America/Vancouver
YWS,city,Whistler,America/Vancouver
YWS,airport,Whistler,America/Vancouver
YXS,airport,Prince George,America/Vancouver
YXS,city,Prince George,America/Vancouver
YYD,city,Smithers,America/Vancouver
YYD,airport,Smithers,America/Vancouver
YYE,airport,Fort Nelson,America/Vancouver
YYE,city,Fort Nelson,America/Vancouver
YYF,airport,Penticton,America/Vancouver
YYF,city,Penticton,America/Vancouver
YZA,city,Ashcroft,America/Vancouver
YZA,airport,Ashcroft,America/Vancouver
YZP,airport,Sandspit,America/Vancouver
YZP,city,Sandspit,America/Vancouver
YZT,city,Port Hardy,America/Vancouver
YZT,airport,Port Hardy,America/Vancouver
ZEL,airport,Bella Bella,America/Vancouver
ZEL,city,Bella Bella,America/Vancouver
ZMT,airport,Masset,America/Vancouver
ZMT,city,Masset,America/Vancouver
EIS,city,Beef Island,America/Tortola
EIS,airport,Beef Island,America/Tortola
NGD,city,Anegada,America/Tortola
NGD,airport,Captain Auguste George,America/Tortola
TOV,city,Tortola,America/Tortola
VIJ,city,Spanish Town,America/Tortola
VIJ,airport,Spanish Town,America/Tortola
HNX,city,Hanna,America/Toronto
HNX,airport,Hanna,America/Toronto
KES,city,Kelsey,America/Toronto
KES,airport,Kelsey,America/Toronto
SUR,city,Summer Beaver,America/Toronto
SUR,airport,Summer Beaver,America/Toronto
WPL,city,Powell Lake,America/Toronto
WPL,airport,Powell Lake,America/Toronto
XCL,city,Cluff Lake,America/Toronto
XCL,airport,Cluff Lake,America/Toronto
XDS,airport,Ottawa Train Station,America/Toronto
XDY,airport,Sudbury Jct Railway,America/Toronto
XPP,city,Poplar River,America/Toronto
XPP,airport,Poplar River,America/Toronto
XQU,airport,Qualicum,America/Toronto
XQU,city,Qualicum,America/Toronto
YAC,airport,Cat Lake,America/Toronto
YAC,city,Cat Lake,America/Toronto
YAT,airport,Attawapiskat,America/Toronto
YAT,city,Attawapiskat,America/Toronto
YAV,city,Miners Bay,America/Toronto
YAV,airport,Miners Bay,America/Toronto
YBM,city,Bronson Creek,America/Toronto
YBM,airport,Bronson Creek,America/Toronto
YBZ,airport,Toronto Downtown,America/Toronto
YCE,city,Centralia,America/Toronto
YCE,airport,Centralia,America/Toronto
YCM,city,St Catharines,America/Toronto
YCM,airport,St Catharines,America/Toronto
YCQ,city,Chetwynd,America/Toronto
YCQ,airport,Chetwynd,America/Toronto
YDK,city,Main Duck Island,America/Toronto
YDK,airport,Main Duck Island,America/Toronto
YDQ,airport,Dawson Creek,America/Toronto
YDQ,city,Dawson Creek,America/Toronto
YDU,city,Kasba Lake,America/Toronto
YDU,airport,Kasba Lake,America/Toronto
YEL,city,Elliot Lake,America/Toronto
YEL,airport,Elliot Lake,America/Toronto
YEM,airport,East Manitoulin,America/Toronto
YEM,city,Manitowaning,America/Toronto
YER,city,Fort Severn,America/Toronto
YER,airport,Fort Severn,America/Toronto
YFA,airport,Fort Albany,America/Toronto
YFA,city,Fort Albany,America/Toronto
YFE,city,Forestville,America/Toronto
YFE,airport,Forestville,America/Toronto
YFH,city,Fort Hope,America/Toronto
YFH,airport,Fort Hope,America/Toronto
YGQ,airport,Geraldton,America/Toronto
YGQ,city,Geraldton,America/Toronto
YHB,city,Hudson Bay,America/Toronto
YHB,airport,Hudson Bay,America/Toronto
YHD,airport,Dryden Municipal,America/Toronto
YHD,city,Dryden,America/Toronto
YHE,city,Hope,America/Toronto
YHE,airport,Hope,America/Toronto
YHF,city,Hearst,America/Toronto
YHF,airport,Hearst,America/Toronto
YHM,airport,John C. Munroe,America/Toronto
YHM,city,Mount Hope,America/Toronto
YHN,city,Hornepayne,America/Toronto
YHN,airport,Hornepayne,America/Toronto
YKC,city,Collins Bay,America/Toronto
YKC,airport,Collins Bay,America/Toronto
YKD,city,Kincardine,America/Toronto
YKD,airport,Township Airport,America/Toronto
YKE,city,Knee Lake,America/Toronto
YKE,airport,Knee Lake,America/Toronto
YKJ,city,Key Lake,America/Toronto
YKJ,airport,Key Lake,America/Toronto
YKX,city,Kirkland Lake,America/Toronto
YKX,airport,Kirkland Lake,America/Toronto
YKZ,airport,Buttonville Municipalcipal,America/Toronto
YLH,city,Lansdowne House,America/Toronto
YLH,airport,Lansdowne House,America/Toronto
YMB,city,Merritt,America/Toronto
YMB,airport,Merritt,America/Toronto
YMG,city,Manitouwadge,America/Toronto
YMG,airport,Manitouwadge,America/Toronto
YMR,city,Merry Island,America/Toronto
YMR,airport,Merry Island,America/Toronto
YND,airport,Executive Gatineau-Ottawa,America/Toronto
YOD,city,Cold Lake,America/Toronto
YOD,airport,Cold Lake,America/Toronto
YOG,airport,Ogoki,America/Toronto
YOG,city,Ogoki,America/Toronto
YOO,city,Oshawa,America/Toronto
YOO,airport,Oshawa,America/Toronto
YOS,city,Owen Sound,America/Toronto
YOS,airport,Billy Bishop Regional,America/Toronto
YOW,airport,Ottawa Macdonald-Cartier International,America/Toronto
YOW,city,Ottawa,America/Toronto
YPD,city,Parry Sound,America/Toronto
YPD,airport,Parry Sound,America/Toronto
YPL,airport,Pickle Lake,America/Toronto
YPL,city,Pickle Lake,America/Toronto
YPO,airport,Peawanuck,America/Toronto
YPO,city,Peawanuck,America/Toronto
YPZ,city,Burns Lake,America/Toronto
YPZ,airport,Burns Lake,America/Toronto
YQA,city,Muskoka,America/Toronto
YQA,airport,Muskoka,America/Toronto
YQE,city,Kimberley,America/Toronto
YQE,airport,Kimberley,America/Toronto
YQK,city,Kenora,America/Toronto
YQK,airport,Kenora,America/Toronto
YQN,city,Nakina,America/Toronto
YQN,airport,Nakina,America/Toronto
YQQ,city,Comox,America/Toronto
YQQ,airport,Comox,America/Toronto
YQT,city,Thunder Bay,America/Toronto
YQT,airport,Thunder Bay,America/Toronto
YRF,city,Cartwright,America/Toronto
YRF,airport,Cartwright,America/Toronto
YRO,airport,Rockcliffe St,America/Toronto
YRR,airport,Stuart Island,America/Toronto
YRR,city,Stuart Island,America/Toronto
YRS,city,Red Sucker Lake,America/Toronto
YRS,airport,Red Sucker Lake,America/Toronto
YRV,city,Revelstoke,America/Toronto
YRV,airport,Revelstoke,America/Toronto
YSB,airport,Sudbury,America/Toronto
YSB,city,Sudbury,America/Toronto
YSF,city,Stony Rapids,America/Toronto
YSF,airport,Stony Rapids,America/Toronto
YSI,city,Sans Souci,America/Toronto
YSI,airport,Sans Souci,America/Toronto
YSP,city,Marathon,America/Toronto
YSP,airport,Marathon,America/Toronto
YTB,city,Hartley Bay,America/Toronto
YTB,airport,Hartley Bay,America/Toronto
YTH,airport,Thompson,America/Toronto
YTH,city,Thompson,America/Toronto
YTJ,city,Terrace Bay,America/Toronto
YTJ,airport,Terrace Bay,America/Toronto
YTO,city,Toronto,America/Toronto
YTZ,airport,Toronto City Centre Airport,America/Toronto
YWA,city,Petawawa,America/Toronto
YWA,airport,Petawawa,America/Toronto
YWN,city,Winisk,America/Toronto
YWN,airport,Winisk,America/Toronto
YWP,city,Webequie,America/Toronto
YWP,airport,Webequie,America/Toronto
YXF,city,Snake River,America/Toronto
YXF,airport,Snake River,America/Toronto
YXI,city,Killaloe,America/Toronto
YXI,airport,Killaloe,America/Toronto
YXR,city,Earlton,America/Toronto
YXR,airport,Earlton,America/Toronto
YXU,city,London,America/Toronto
YXU,airport,London International,America/Toronto
YXZ,city,Wawa,America/Toronto
YXZ,airport,Wawa Airport,America/Toronto
YYL,city,Lynn Lake,America/Toronto
YYL,airport,Lynn Lake,America/Toronto
YYU,airport,Kapuskasing,America/Toronto
YYU,city,Kapuskasing,America/Toronto
YYZ,airport,Lester B. Pearson International,America/Toronto
YZD,airport,Downsview Airport,America/Toronto
YZE,city,Gore Bay,America/Toronto
YZE,airport,Gore Bay,America/Toronto
YZH,city,Slave Lake,America/Toronto
YZH,airport,Slave Lake,America/Toronto
YZR,airport,Sarnia,America/Toronto
YZR,city,Sarnia,America/Toronto
ZIF,airport,Fallowfield Railway,America/Toronto
ZST,city,Stewart,America/Toronto
ZST,airport,Stewart,America/Toronto
ZWL,city,Wollaston Lake,America/Toronto
ZWL,airport,Wollaston Lake,America/Toronto
AGU,airport,Aguascalients,America/Tijuana
AGU,city,Aguascalientes,America/Tijuana
GUB,city,Guerrero Negro,America/Tijuana
GUB,airport,Guerrero Negro,America/Tijuana
MXL,airport,Mexicali,America/Tijuana
MXL,city,Mexicali,America/Tijuana
PCO,city,Punta Colorada,America/Tijuana
PCO,airport,Punta Colorada,America/Tijuana
TIJ,airport,General A. L. Rodriguez International,America/Tijuana
TIJ,city,Tijuana,America/Tijuana
UPN,airport,Uruapan,America/Tijuana
UPN,city,Uruapan,America/Tijuana
DUN,city,Dundas,America/Thule
DUN,airport,Dundas,America/Thule
NAQ,city,Qaanaaq,America/Thule
NAQ,airport,Qaanaaq,America/Thule
THU,city,Pituffik,America/Thule
THU,airport,Pituffik,America/Thule
AHS,city,Ahuas,America/Tegucigalpa
AHS,airport,Ahuas,America/Tegucigalpa
BCL,city,Barra Colorado,America/Tegucigalpa
BCL,airport,Barra Colorado,America/Tegucigalpa
BHG,city,Brus Laguna,America/Tegucigalpa
BHG,airport,Brus Laguna,America/Tegucigalpa
CAA,city,Catacamas,America/Tegucigalpa
CAA,airport,Catacamas,America/Tegucigalpa
CDD,city,Cauquira,America/Tegucigalpa
CDD,airport,Cauquira,America/Tegucigalpa
CYL,city,Coyoles,America/Tegucigalpa
CYL,airport,Coyoles,America/Tegucigalpa
EDQ,city,Erandique,America/Tegucigalpa
EDQ,airport,Erandique,America/Tegucigalpa
ENQ,city,Coronel E Soto Cano AB,America/Tegucigalpa
ENQ,airport,Coronel E Soto Cano AB,America/Tegucigalpa
GAC,city,Gracias,America/Tegucigalpa
GAC,airport,Gracias,America/Tegucigalpa
GJA,city,Guanaja,America/Tegucigalpa
GJA,airport,Guanaja,America/Tegucigalpa
GUO,city,Gualaco,America/Tegucigalpa
GUO,airport,Gualaco,America/Tegucigalpa
IRN,city,Iriona,America/Tegucigalpa
IRN,airport,Iriona,America/Tegucigalpa
JUT,city,Juticalpa,America/Tegucigalpa
JUT,airport,Juticalpa,America/Tegucigalpa
LCE,city,La Ceiba,America/Tegucigalpa
LCE,airport,Goloson International,America/Tegucigalpa
LEZ,city,La Esperanza,America/Tegucigalpa
LEZ,airport,La Esperanza,America/Tegucigalpa
LLH,city,Las Limas,America/Tegucigalpa
LLH,airport,Las Limas,America/Tegucigalpa
LMH,city,Limon,America/Tegucigalpa
LMH,airport,Limon,America/Tegucigalpa
LUI,city,La Union,America/Tegucigalpa
LUI,airport,La Union,America/Tegucigalpa
MRJ,city,Marcala,America/Tegucigalpa
MRJ,airport,Marcala,America/Tegucigalpa
OAN,city,Olanchito,America/Tegucigalpa
OAN,airport,Olanchito,America/Tegucigalpa
ORO,city,Yoro,America/Tegucigalpa
ORO,airport,Yoro,America/Tegucigalpa
PCH,city,Palacios,America/Tegucigalpa
PCH,airport,Palacios,America/Tegucigalpa
PEU,city,Puerto Lempira,America/Tegucigalpa
PEU,airport,Puerto Lempira,America/Tegucigalpa
RTB,city,Roatan,America/Tegucigalpa
RTB,airport,Roatan,America/Tegucigalpa
RUY,city,Copan,America/Tegucigalpa
RUY,airport,Copan,America/Tegucigalpa
SAP,city,San Pedro Sula,America/Tegucigalpa
SAP,airport,Ramon Villeda Morales International,America/Tegucigalpa
SCD,city,Sulaco,America/Tegucigalpa
SCD,airport,Sulaco,America/Tegucigalpa
SDH,city,Santa Rosa Copan,America/Tegucigalpa
SDH,airport,Santa Rosa Copan,America/Tegucigalpa
SET,city,San Esteban,America/Tegucigalpa
SET,airport,San Esteban,America/Tegucigalpa
TCF,city,Tocoa,America/Tegucigalpa
TCF,airport,Tocoa,America/Tegucigalpa
TEA,city,Tela,America/Tegucigalpa
TEA,airport,Tela,America/Tegucigalpa
TGU,city,Tegucigalpa,America/Tegucigalpa
TGU,airport,Toncontin,America/Tegucigalpa
TJI,city,Trujillo,America/Tegucigalpa
TJI,airport,Capiro,America/Tegucigalpa
UII,city,Utila,America/Tegucigalpa
UII,airport,Utila,America/Tegucigalpa
VTA,city,Victoria,America/Tegucigalpa
VTA,airport,Victoria,America/Tegucigalpa
XPL,city,Comayagua,America/Tegucigalpa
XPL,airport,Coronel Enrique Soto Cano AB,America/Tegucigalpa
XTL,city,Tadoule Lake,America/Swift_Current
XTL,airport,Tadoule Lake,America/Swift_Current
YGO,city,Gods Narrows,America/Swift_Current
YGO,airport,Gods Narrows,America/Swift_Current
YIV,city,Island Lake,America/Swift_Current
YIV,airport,Island Lk/Garden Hill,America/Swift_Current
YML,city,Murray Bay,America/Swift_Current
YML,airport,Charlevoix,America/Swift_Current
YNL,city,Points North Landing,America/Swift_Current
YNL,airport,Points North Landing,America/Swift_Current
YNR,city,Arnes,America/Swift_Current
YNR,airport,Arnes,America/Swift_Current
YPA,city,Prince Albert,America/Swift_Current
YPA,airport,Glass Field,America/Swift_Current
YRT,airport,Nuuk,America/Swift_Current
YRT,city,Rankin Inlet,America/Swift_Current
YST,city,Ste Therese Point,America/Swift_Current
YST,airport,Ste Therese Point,America/Swift_Current
YTL,airport,Big Trout,America/Swift_Current
YTL,city,Big Trout,America/Swift_Current
YTT,city,Tisdale,America/Swift_Current
YTT,airport,Tisdale,America/Swift_Current
YYQ,city,Churchill,America/Swift_Current
YYQ,airport,Churchill Airport,America/Swift_Current
CIW,city,Canouan Island,America/St_Vincent
CIW,airport,Canouan Island,America/St_Vincent
MQS,city,Mustique Island,America/St_Vincent
MQS,airport,Mustique,America/St_Vincent
SVD,city,St Vincent,America/St_Vincent
SVD,airport,E. T. Joshua,America/St_Vincent
UNI,city,Union Island,America/St_Vincent
UNI,airport,Union Island,America/St_Vincent
SJF,city,St John Island,America/St_Thomas
SJF,airport,St John Island,America/St_Thomas
STT,city,Charlotte Amalie,America/St_Thomas
STT,airport,Cyril E King Airport,America/St_Thomas
STX,city,Christiansted,America/St_Thomas
STX,airport,Henry E Rohlsen,America/St_Thomas
SLU,airport,George F L Charles,America/St_Lucia
SLU,city,Castries,America/St_Lucia
NEV,airport,Vance Winkworth Amory International,America/St_Kitts
NEV,city,Nevis,America/St_Kitts
SKB,airport,Robert L Bradshaw International,America/St_Kitts
SKB,city,Basseterre,America/St_Kitts
CFQ,city,Creston,America/St_Johns
CFQ,airport,Creston Valley Airport,America/St_Johns
KEW,city,Keewaywin,America/St_Johns
KEW,airport,Keewaywin,America/St_Johns
KNV,city,Knights Inlet,America/St_Johns
KNV,airport,Knights Inlet,America/St_Johns
NWP,city,Argentia,America/St_Johns
NWP,airport,NS,America/St_Johns
YAD,city,Moose Lake,America/St_Johns
YAD,airport,Moose Lake,America/St_Johns
YAY,airport,St Anthony,America/St_Johns
YAY,city,St Anthony,America/St_Johns
YBI,city,Black Tickle,America/St_Johns
YBI,airport,Black Tickle,America/St_Johns
YBK,airport,Baker Lake,America/St_Johns
YBK,city,Baker Lake,America/St_Johns
YBS,city,Opapamiska Lake,America/St_Johns
YBS,airport,Musselwhite,America/St_Johns
YDE,city,Paradise River,America/St_Johns
YDE,airport,Paradise River,America/St_Johns
YFX,city,Fox Harbour,America/St_Johns
YFX,airport,Fox Harbour (St Lewis),America/St_Johns
YGK,city,Kingston,America/St_Johns
YGK,airport,Kingston,America/St_Johns
YHA,city,Port Hope Simpson,America/St_Johns
YHA,airport,Port Hope Simpson,America/St_Johns
YJT,city,Stephenville,America/St_Johns
YJT,airport,Stephenville,America/St_Johns
YKI,city,Kennosao Lake,America/St_Johns
YKI,airport,Kennosao Lake,America/St_Johns
YLX,city,Long Point,America/St_Johns
YLX,airport,Long Point,America/St_Johns
YNF,city,Corner Brook,America/St_Johns
YNF,airport,Deer Lake/Stephenville,America/St_Johns
YOC,airport,Old Crow,America/St_Johns
YOC,city,Old Crow,America/St_Johns
YQG,city,Windsor,America/St_Johns
YQG,airport,Windsor,America/St_Johns
YQL,airport,Lethbridge,America/St_Johns
YQL,city,Lethbridge,America/St_Johns
YQX,city,Gander,America/St_Johns
YQX,airport,Gander International,America/St_Johns
YSQ,city,Spring Island,America/St_Johns
YSQ,airport,Spring Island,America/St_Johns
YSU,city,Summerside,America/St_Johns
YSU,airport,Summerside,America/St_Johns
YTK,city,Tulugak,America/St_Johns
YTK,airport,Tulugak,America/St_Johns
YTQ,airport,Tasiujuaq,America/St_Johns
YTQ,city,Tasiujuaq,America/St_Johns
YVZ,airport,Deer Lake,America/St_Johns
YVZ,city,Deer Lake,America/St_Johns
YWH,airport,Victoria Inner Harbor,America/St_Johns
YWM,city,Williams Harbour,America/St_Johns
YWM,airport,Williams Harbour,America/St_Johns
YXN,airport,Whale Cove,America/St_Johns
YXN,city,Whale Cove,America/St_Johns
YYB,city,North Bay,America/St_Johns
YYB,airport,North Bay,America/St_Johns
YYG,city,Charlottetown,America/St_Johns
YYG,airport,Charlottetown,America/St_Johns
YYJ,airport,Victoria International,America/St_Johns
YYJ,city,Victoria,America/St_Johns
YYN,city,Swift Current,America/St_Johns
YYN,airport,Swift Current,America/St_Johns
YYR,city,Happy Valley-Goose Bay,America/St_Johns
YYR,airport,Goose Bay,America/St_Johns
YYT,city,St. John's,America/St_Johns
YYT,airport,St. John's International,America/St_Johns
YZM,city,Buchans,America/St_Johns
YZM,airport,Buchans,America/St_Johns
ZRJ,city,Round Lake,America/St_Johns
ZRJ,airport,Round Lake,America/St_Johns
ZSJ,airport,Sandy Lake,America/St_Johns
ZSJ,city,Sandy Lake,America/St_Johns
SBH,city,Gustavia,America/St_Barthelemy
SBH,airport,Gustaf III (St-Jean),America/St_Barthelemy
ONM,city,Socorro,America/Shiprock
ONM,airport,Socorro,America/Shiprock
RBF,city,Big Bear,America/Shiprock
RBF,airport,Big Bear City Airport,America/Shiprock
OBY,city,Ittoqqortoormiit,America/Scoresbysund
OBY,airport,Ittoqqortoormiit,America/Scoresbysund
AAG,city,Arapoti,America/Sao_Paulo
AAG,airport,Arapoti,America/Sao_Paulo
AAX,airport,Araxa,America/Sao_Paulo
AAX,city,Araxa,America/Sao_Paulo
AMJ,city,Almenara,America/Sao_Paulo
AMJ,airport,Almenara,America/Sao_Paulo
APS,city,Anapolis,America/Sao_Paulo
APS,airport,Anapolis,America/Sao_Paulo
APU,city,Apucarana,America/Sao_Paulo
APU,airport,Apucarana,America/Sao_Paulo
APX,city,Arapongas,America/Sao_Paulo
APX,airport,Arapongas,America/Sao_Paulo
AQA,city,Araraquara,America/Sao_Paulo
AQA,airport,Araraquara,America/Sao_Paulo
ARS,city,Aragarcas,America/Sao_Paulo
ARS,airport,Aragarcas,America/Sao_Paulo
ARU,airport,Aracatuba,America/Sao_Paulo
ARU,city,Aracatuba,America/Sao_Paulo
AXE,city,Xanxere,America/Sao_Paulo
AXE,airport,Xanxere,America/Sao_Paulo
BAT,city,Barretos,America/Sao_Paulo
BAT,airport,Airport Chafei Amsei,America/Sao_Paulo
BAU,city,Bauru,America/Sao_Paulo
BAU,airport,Bauru,America/Sao_Paulo
BFH,airport,Bacacheri,America/Sao_Paulo
BGV,city,Bento Goncalves,America/Sao_Paulo
BGV,airport,Bento Goncalves,America/Sao_Paulo
BGX,city,Bage,America/Sao_Paulo
BGX,airport,Airport Cmdt. Gustavo Kraemer,America/Sao_Paulo
BHZ,city,Belo Horizonte,America/Sao_Paulo
BJP,city,Braganca Paulista,America/Sao_Paulo
BJP,airport,Braganca Paulista,America/Sao_Paulo
BMS,city,Brumado,America/Sao_Paulo
BMS,airport,Brumado,America/Sao_Paulo
BNU,city,Blumenau,America/Sao_Paulo
BNU,airport,Blumenau,America/Sao_Paulo
BSB,airport,Presidente Juscelino Kubitschek,America/Sao_Paulo
BSB,city,Brasilia,America/Sao_Paulo
BZC,city,Buzios,America/Sao_Paulo
BZC,airport,Buzios,America/Sao_Paulo
CBW,city,Campo Mourao,America/Sao_Paulo
CBW,airport,Campo Mourao,America/Sao_Paulo
CCM,airport,Criciuma,America/Sao_Paulo
CCM,city,Criciuma,America/Sao_Paulo
CDI,city,Cachoeiro Itapemirim,America/Sao_Paulo
CDI,airport,Cachoeiro Itapemirim,America/Sao_Paulo
CFC,airport,Cacador,America/Sao_Paulo
CFC,city,Cacador,America/Sao_Paulo
CGH,airport,Congonhas International Airport,America/Sao_Paulo
CKO,city,Cornelio Procopio,America/Sao_Paulo
CKO,airport,Cornelio Procopio,America/Sao_Paulo
CLV,city,Caldas Novas,America/Sao_Paulo
CLV,airport,Caldas Novas,America/Sao_Paulo
CNF,airport,Tancredo Neves International Airport,America/Sao_Paulo
CSU,city,Santa Cruz Do Sul,America/Sao_Paulo
CSU,airport,Santa Cruz Do Sul,America/Sao_Paulo
CWB,city,Curitiba,America/Sao_Paulo
CWB,airport,Afonso Pena International Airport,America/Sao_Paulo
CXJ,airport,Campo Dos Bugres,America/Sao_Paulo
CXJ,city,Caxias Do Sul,America/Sao_Paulo
CZB,airport,Carlos Ruhl,America/Sao_Paulo
CZB,city,Cruz Alta,America/Sao_Paulo
ERM,airport,Comandante Kraemer,America/Sao_Paulo
ERM,city,Erechim,America/Sao_Paulo
ESI,city,Espinosa,America/Sao_Paulo
ESI,airport,Espinosa,America/Sao_Paulo
FBE,city,Francisco Beltrao,America/Sao_Paulo
FBE,airport,Francisco Beltrao,America/Sao_Paulo
FLN,airport,Hercilio Luz,America/Sao_Paulo
FLN,city,Florianopolis,America/Sao_Paulo
GEL,city,Santo Angelo,America/Sao_Paulo
GEL,airport,Sepe Tiaraju,America/Sao_Paulo
GIG,airport,Galeao Antonio Carlos Jobim,America/Sao_Paulo
GPB,city,Guarapuava,America/Sao_Paulo
GPB,airport,Tancredo Thomaz Faria,America/Sao_Paulo
GRU,airport,Aeroporto Internacional Guarulhos,America/Sao_Paulo
GUJ,city,Guaratingueta,America/Sao_Paulo
GUJ,airport,Guaratingueta,America/Sao_Paulo
GUZ,city,Guarapari,America/Sao_Paulo
GUZ,airport,Guarapari,America/Sao_Paulo
GVR,airport,Governador Valadares,America/Sao_Paulo
GVR,city,Governador Valadares,America/Sao_Paulo
GYN,airport,Santa Genoveva,America/Sao_Paulo
GYN,city,Goiania,America/Sao_Paulo
HRZ,city,Horizontina,America/Sao_Paulo
HRZ,airport,Horizontina,America/Sao_Paulo
IJU,city,Ijui,America/Sao_Paulo
IJU,airport,J. Batista Bos Filho Airport,America/Sao_Paulo
ILB,city,Ilha Solteira,America/Sao_Paulo
ILB,airport,Ilha Solteira,America/Sao_Paulo
IPN,airport,Usiminas,America/Sao_Paulo
IPN,city,Ipatinga,America/Sao_Paulo
ITI,city,Itambacuri,America/Sao_Paulo
ITI,airport,Itambacuri,America/Sao_Paulo
ITP,city,Itaperuna,America/Sao_Paulo
